,World Rank,Region Rank,Year Score,Property Rights,Freedom from Corruption,Fiscal Freedom ,Gov Spending,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov Expenditure % of GDP,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),Score Category,Asia-Pacific,Europe,Middle East / North Africa,North America,South and Central America / Caribbean,Sub-Saharan Africa
326,157.0,38.0,48.8,20.0,32.5,86.9,27.9,52.6,44.7,68.3,75.3,50.0,30.0,7.4,20.0,25.0,16.8,49.0,0.2,0.4,4.0,5.3,2337.0,14.2,10.6,49.5,75.5,5,0,0,0,0,0,1
327,77.0,8.0,62.2,40.0,43.7,99.7,63.1,67.3,75.8,68.7,74.0,40.0,50.0,5.5,2.5,2.5,3.7,35.1,29.0,906.8,6.8,6.6,31275.0,10.6,2.9,12182.0,3.6,3,0,0,1,0,0,0
328,125.0,23.0,55.4,40.0,29.5,65.1,75.4,47.5,41.5,81.8,73.2,60.0,40.0,8.4,50.0,25.0,19.0,28.6,13.1,26.6,3.5,3.3,2027.0,48.0,1.1,337.7,45.0,4,0,0,0,0,0,1
329,95.0,37.0,59.4,40.0,34.0,83.1,38.6,59.3,70.1,66.9,77.0,75.0,50.0,6.5,15.0,15.0,35.2,45.2,7.6,78.7,-1.8,0.2,10405.0,23.1,7.3,650.4,63.7,4,0,1,0,0,0,0
330,117.0,19.0,56.2,50.0,48.5,76.8,61.8,67.6,68.5,75.1,33.4,50.0,30.0,28.3,15.0,33.0,31.7,35.7,0.1,2.3,2.8,2.2,25229.0,3.7,7.1,114.0,82.5,4,0,0,0,0,0,1
332,2.0,2.0,89.4,90.0,91.9,91.2,91.2,96.8,96.5,81.5,90.0,85.0,80.0,0.0,20.0,17.0,13.8,17.1,5.4,326.5,1.3,4.3,60410.0,2.0,4.6,56650.9,111.0,1,1,0,0,0,0,0
333,57.0,26.0,66.4,50.0,41.8,80.2,56.0,67.0,53.6,78.1,87.8,80.0,70.0,1.1,25.0,23.0,28.8,38.3,5.4,131.9,2.0,2.0,24249.0,14.0,3.7,2825.9,52.3,3,0,1,0,0,0,0
334,74.0,34.0,62.7,60.0,61.0,58.9,22.6,85.4,51.0,80.3,87.8,70.0,50.0,1.1,50.0,16.0,36.8,50.8,2.1,58.0,-2.3,-1.1,28195.0,9.0,2.6,144.8,52.6,3,0,1,0,0,0,0
336,75.0,6.0,62.5,50.0,41.6,68.7,69.1,74.5,54.4,75.3,76.1,55.0,60.0,4.5,40.0,28.0,27.3,32.1,51.2,582.4,2.5,2.2,11375.0,25.2,5.7,4572.5,42.3,3,0,0,0,0,0,1
337,49.0,22.0,67.2,70.0,62.6,54.0,38.7,77.3,52.2,79.9,87.8,80.0,70.0,1.1,52.0,30.0,31.6,45.2,46.2,1410.6,-1.4,-0.8,30557.0,25.0,2.4,27749.9,84.1,3,0,1,0,0,0,0
338,90.0,17.0,60.0,40.0,33.4,84.9,86.3,74.4,59.2,68.0,73.6,40.0,40.0,5.7,24.0,28.0,12.4,21.4,20.7,126.3,6.4,6.4,6107.0,4.9,7.5,775.5,77.7,3,1,0,0,0,0,0
340,130.0,23.0,54.2,40.0,32.9,69.0,78.3,41.8,81.8,71.8,66.2,30.0,30.0,11.9,38.0,36.0,19.0,26.9,0.5,6.8,4.5,4.1,12398.0,9.0,5.0,70.1,20.5,4,0,0,0,0,1,0
341,82.0,8.0,61.2,40.0,31.6,74.7,70.9,64.2,71.7,72.3,81.5,65.0,40.0,4.2,33.0,30.0,23.3,31.2,1.1,6.2,-1.5,1.0,5782.0,40.0,8.9,89.6,19.0,3,0,0,0,0,0,1
342,20.0,10.0,73.1,90.0,92.3,42.9,21.4,91.1,52.9,82.5,87.8,90.0,80.0,1.1,57.0,22.0,44.5,51.2,9.5,393.0,1.2,1.0,41191.0,7.9,0.9,13711.4,38.0,2,0,1,0,0,0,0
343,4.0,1.0,81.6,90.0,88.1,68.9,65.7,75.4,87.4,85.2,90.0,85.0,80.0,0.0,41.5,24.0,28.5,33.8,8.0,363.4,1.0,1.2,45418.0,2.9,-0.7,3613.0,49.1,1,0,1,0,0,0,0
344,17.0,5.0,73.9,70.0,59.7,80.3,84.7,93.9,53.1,81.7,85.8,70.0,60.0,2.1,40.0,17.0,8.8,22.6,23.3,903.5,1.3,2.9,38749.0,4.2,1.9,3205.0,40.9,2,1,0,0,0,0,0
345,139.0,30.0,52.0,20.0,19.4,92.3,78.1,58.4,45.5,67.7,73.2,25.0,40.0,5.9,13.0,15.0,19.5,27.0,8.0,17.7,7.5,6.7,2229.0,2.5,5.8,289.9,32.5,4,1,0,0,0,0,0
347,72.0,12.0,63.3,45.0,33.6,79.7,83.6,71.4,61.6,68.6,75.0,45.0,70.0,5.0,37.0,20.0,16.2,23.4,64.4,651.9,6.4,2.8,10126.0,0.5,3.0,8607.5,44.3,3,1,0,0,0,0,0
351,73.0,14.0,62.7,50.0,34.0,84.8,62.5,59.4,76.4,71.7,78.6,60.0,50.0,5.7,25.0,25.0,16.5,35.4,1.3,26.7,0.4,-0.6,20087.0,5.5,9.3,2527.1,39.7,3,0,0,0,0,1,0
352,109.0,11.0,57.3,40.0,39.2,74.3,63.8,80.7,72.6,75.9,61.8,35.0,30.0,14.1,35.0,30.0,21.1,34.8,10.8,105.3,3.6,2.5,9775.0,18.9,5.6,1918.2,44.5,4,0,0,1,0,0,0
353,64.0,30.0,64.9,50.0,44.0,77.5,63.5,67.6,59.7,71.8,84.5,70.0,60.0,2.7,35.0,20.0,25.0,34.9,74.9,1123.4,2.6,3.1,15001.0,9.2,8.9,12419.0,36.4,3,0,1,0,0,0,0
354,171.0,41.0,42.2,5.0,13.4,95.2,93.0,30.0,30.0,65.9,79.2,0.0,10.0,2.9,10.0,8.0,17.8,15.2,5.6,48.9,11.0,11.1,8718.0,60.0,4.9,3159.0,15.8,5,1,0,0,0,0,0
356,155.0,43.0,49.3,30.0,21.9,79.1,37.5,59.8,49.8,78.7,86.2,20.0,30.0,1.9,17.0,19.0,38.0,45.6,45.5,335.2,0.2,-0.9,7374.0,8.0,0.6,7833.0,37.4,5,0,1,0,0,0,0
357,28.0,2.0,71.4,55.0,66.4,99.6,83.1,74.4,82.9,84.6,82.5,35.0,50.0,3.7,0.0,0.0,6.1,23.7,5.5,271.3,3.9,2.1,49012.0,2.4,0.7,9602.0,17.6,2,0,0,1,0,0,0
358,14.0,5.0,74.9,90.0,76.4,56.6,29.5,92.0,73.1,73.5,87.8,90.0,80.0,1.1,50.0,24.0,35.5,48.5,63.2,2336.3,0.2,-0.4,36941.0,8.0,2.8,62350.8,90.3,2,0,1,0,0,0,0
359,12.0,2.0,75.5,80.0,72.0,65.8,48.1,89.2,97.2,75.4,86.8,70.0,70.0,1.6,39.6,35.0,25.1,41.6,314.2,15684.8,2.2,0.6,49922.0,8.1,2.1,167620.0,106.5,2,0,0,0,1,0,0
360,38.0,5.0,69.3,70.0,70.6,77.4,68.0,74.5,68.1,72.1,82.5,80.0,30.0,3.8,30.0,25.0,27.2,32.6,3.4,53.8,3.8,5.6,15911.0,6.1,8.1,2710.1,53.7,3,0,0,0,0,1,0
361,163.0,37.0,46.5,15.0,13.4,90.3,70.4,75.7,60.8,63.1,66.1,0.0,10.0,6.9,22.0,9.0,20.2,31.4,29.4,104.7,8.0,8.4,3555.0,0.2,12.1,1094.0,8.6,5,1,0,0,0,0,0
362,93.0,18.0,59.5,40.0,33.5,97.3,81.7,54.8,56.8,82.7,48.0,60.0,40.0,18.5,0.0,0.0,16.4,24.7,0.3,1.2,2.7,3.1,4916.0,1.7,1.4,37.7,20.0,4,1,0,0,0,0,0
363,175.0,28.0,36.3,5.0,16.5,75.3,51.8,43.4,33.7,49.7,62.7,5.0,20.0,8.6,34.0,34.0,12.5,40.1,29.5,401.9,5.5,2.0,13616.0,7.8,21.1,3216.0,57.3,5,0,0,0,0,1,0
364,147.0,33.0,50.8,15.0,26.9,77.0,71.4,62.0,68.3,63.6,78.7,15.0,30.0,5.7,35.0,25.0,21.1,30.9,90.4,320.7,5.0,5.9,3548.0,4.5,9.1,8368.0,52.1,4,1,0,0,0,0,0
365,123.0,12.0,55.5,30.0,19.4,91.7,74.9,59.2,54.9,62.1,82.4,50.0,30.0,3.8,20.0,20.0,5.3,28.9,25.9,59.1,0.1,0.8,2283.0,35.0,11.0,348.8,46.7,4,0,0,1,0,0,0
366,88.0,9.0,60.4,30.0,31.3,71.8,82.9,74.9,50.1,68.0,84.6,60.0,50.0,2.7,35.0,35.0,19.3,23.9,13.9,24.0,7.3,6.8,1722.0,14.0,6.6,1066.0,26.9,3,0,0,0,0,0,1
367,176.0,46.0,35.5,10.0,19.3,63.3,64.0,34.5,22.2,73.0,54.2,5.0,10.0,15.4,46.4,25.0,30.0,34.6,13.0,7.2,4.4,2.5,559.0,95.0,3.7,399.5,60.5,5,0,0,0,0,0,1
369,63.0,29.0,65.7,30.0,31.0,87.2,76.1,70.6,52.9,80.8,87.8,70.0,70.0,1.1,23.0,15.0,22.9,28.2,2.8,26.5,0.7,2.4,9506.0,16.1,1.9,1225.5,70.5,3,0,1,0,0,0,0
370,157.0,14.0,48.9,30.0,36.0,80.0,38.7,66.6,50.5,71.2,60.8,25.0,30.0,12.1,35.0,25.0,12.2,45.2,37.9,285.5,2.7,2.8,7534.0,9.8,3.3,1691.0,9.2,5,0,0,1,0,0,0
371,158.0,39.0,47.9,15.0,23.0,84.5,50.1,47.4,43.2,65.4,70.2,40.0,40.0,7.4,17.0,35.0,5.6,40.8,20.8,130.1,4.1,3.8,6247.0,8.4,8.8,-4284.8,26.6,5,0,0,0,0,0,1
372,169.0,27.0,44.1,15.0,34.0,66.8,41.2,52.8,43.3,59.6,68.8,30.0,30.0,5.6,35.0,35.0,29.5,44.3,41.5,777.9,4.3,4.9,18749.0,7.3,10.6,9082.0,46.9,5,0,0,0,0,1,0
373,52.0,23.0,67.1,20.0,36.0,84.4,82.8,82.7,64.3,70.6,85.4,75.0,70.0,2.3,26.0,20.0,22.0,23.9,3.3,20.4,3.2,0.3,6191.0,16.0,5.8,370.0,41.9,3,0,1,0,0,0,0
374,4.0,4.0,81.4,90.0,81.0,63.7,61.8,94.1,81.6,85.3,86.4,80.0,90.0,1.8,45.0,30.0,26.5,35.7,23.2,999.6,2.4,2.5,43073.0,5.6,2.5,49826.2,28.8,1,1,0,0,0,0,0
375,30.0,16.0,71.2,90.0,69.0,50.1,19.8,78.0,76.7,80.3,88.0,90.0,70.0,1.0,50.0,25.0,43.2,51.7,8.5,361.4,0.4,0.4,42597.0,4.8,2.1,11082.7,74.2,2,0,1,0,0,0,0
376,85.0,17.0,61.0,20.0,28.0,88.1,59.7,74.5,79.1,79.8,76.0,55.0,50.0,4.5,25.0,20.0,12.7,36.7,9.3,102.8,5.8,4.4,11044.0,5.5,2.4,2632.0,13.8,3,1,0,0,0,0,0
377,41.0,4.0,68.7,70.0,71.0,97.8,83.2,68.9,75.3,78.8,52.2,30.0,60.0,18.9,0.0,0.0,15.0,23.7,0.4,11.4,1.9,0.4,32036.0,13.6,0.3,1110.8,56.3,3,0,0,0,0,1,0
378,18.0,1.0,73.4,60.0,48.0,99.9,73.1,72.5,83.1,74.2,78.6,65.0,80.0,5.7,0.0,0.0,3.4,29.9,1.2,40.6,4.9,3.4,34584.0,7.4,3.3,988.8,43.9,2,0,0,1,0,0,0
379,131.0,27.0,53.9,20.0,27.0,72.7,92.0,62.2,63.7,67.7,59.0,45.0,30.0,13.0,25.0,45.0,9.0,16.3,156.3,325.1,5.8,6.1,2080.0,4.3,7.5,1599.1,39.7,4,1,0,0,0,0,0
380,46.0,7.0,67.9,80.0,75.0,73.8,42.1,71.6,69.2,78.2,63.8,65.0,60.0,13.1,35.0,25.0,27.8,43.9,0.3,7.0,-0.7,-0.8,25181.0,12.2,2.3,376.4,92.0,3,0,0,0,0,1,0
381,153.0,42.0,49.8,20.0,29.0,86.4,54.7,72.0,80.1,44.5,81.0,20.0,10.0,2.0,12.0,18.0,29.8,38.9,9.5,149.1,0.9,3.2,15753.0,5.9,18.3,2232.7,36.7,5,0,1,0,0,0,0
382,40.0,18.0,68.8,80.0,75.0,43.6,10.2,90.7,63.7,81.7,88.0,85.0,70.0,1.0,50.0,33.0,45.3,54.7,11.2,422.8,0.2,0.3,37881.0,8.6,1.2,-2405.9,99.8,3,0,1,0,0,0,0
383,117.0,20.0,56.8,30.0,6.7,82.4,78.3,59.1,61.8,79.3,70.4,50.0,50.0,9.8,25.0,25.0,22.5,26.9,0.3,3.0,1.6,2.2,8716.0,8.2,0.5,89.3,75.5,4,0,0,0,0,1,0
384,99.0,11.0,58.8,30.0,36.0,68.3,86.7,55.2,53.2,79.9,58.4,70.0,50.0,15.8,45.0,30.0,15.5,21.0,10.3,16.7,5.6,3.9,1623.0,1.0,1.0,320.1,29.8,4,0,0,0,0,0,1
385,115.0,24.0,57.4,60.0,63.0,82.6,60.1,61.9,81.1,66.0,49.4,20.0,30.0,17.8,25.0,30.0,14.8,36.5,0.7,4.7,5.0,7.3,6370.0,2.1,8.7,21.3,110.7,4,1,0,0,0,0,0
386,163.0,26.0,46.8,10.0,34.0,86.8,60.9,53.7,25.5,69.7,77.6,10.0,40.0,3.7,13.0,25.0,22.9,36.1,11.0,59.2,6.8,4.9,5364.0,3.2,5.7,1749.6,33.1,5,0,0,0,0,1,0
387,97.0,38.0,59.0,20.0,42.0,82.9,27.3,53.5,63.4,84.0,87.2,70.0,60.0,1.4,10.0,10.0,38.8,49.2,3.9,32.1,1.2,-0.2,8280.0,28.6,-0.1,331.7,42.7,4,0,1,0,0,0,0
388,36.0,2.0,69.8,70.0,64.0,79.5,61.9,66.8,70.0,73.9,72.2,70.0,70.0,6.4,25.0,22.0,30.7,35.7,2.1,34.1,3.9,2.8,16377.0,18.4,5.8,188.2,15.9,3,0,0,0,0,0,1
389,118.0,21.0,56.6,50.0,42.0,68.4,50.9,53.6,52.1,69.4,69.6,50.0,60.0,7.7,27.5,34.0,35.3,40.4,198.3,2423.3,2.3,2.6,12221.0,6.6,6.2,64045.3,66.3,4,0,0,0,0,1,0
390,39.0,10.0,68.9,35.0,60.0,87.0,63.6,68.3,96.9,76.6,81.8,70.0,50.0,4.1,0.0,20.0,30.0,34.8,0.4,21.7,-1.2,0.8,53431.0,3.7,0.4,895.0,2.5,3,1,0,0,0,0,0
391,55.0,26.0,66.8,30.0,41.0,91.0,64.5,68.5,76.6,83.2,88.0,65.0,60.0,1.0,10.0,10.0,26.5,34.4,7.2,105.0,0.9,-0.4,14499.0,13.1,0.4,1450.4,17.6,3,0,1,0,0,0,0
392,102.0,13.0,58.6,25.0,38.0,82.4,79.8,49.6,57.8,80.0,68.2,65.0,40.0,8.4,27.5,27.5,15.8,25.9,16.8,26.6,6.8,6.4,1585.0,3.1,2.0,374.3,33.3,4,0,0,0,0,0,1
393,161.0,38.0,46.9,10.0,21.0,86.9,77.9,28.7,79.3,66.1,74.2,15.0,10.0,2.9,20.0,30.0,3.8,27.2,64.9,113.0,7.5,6.2,1740.0,3.5,5.8,2621.0,42.7,5,1,0,0,0,0,0
394,132.0,27.0,53.7,20.0,21.0,73.5,61.3,61.4,68.1,69.8,72.2,60.0,30.0,6.4,35.0,35.0,14.1,35.9,9.0,5.8,4.5,4.3,642.0,8.5,8.8,6.8,31.7,4,0,0,0,0,0,1
395,60.0,3.0,66.4,75.0,58.0,78.3,67.9,61.8,42.1,81.0,69.6,70.0,60.0,10.2,35.0,25.0,18.0,32.7,0.5,2.2,0.5,1.1,4338.0,8.6,1.5,18.7,95.0,3,0,0,0,0,0,1
396,110.0,23.0,57.5,25.0,20.0,90.5,87.5,29.2,62.2,78.7,72.2,60.0,50.0,8.9,20.0,20.0,12.2,20.4,15.4,39.7,7.0,5.5,2576.0,0.3,3.0,1396.0,28.1,4,1,0,0,0,0,0
397,146.0,35.0,51.9,25.0,25.0,71.7,87.8,41.6,47.8,75.6,59.6,35.0,50.0,12.7,35.0,38.5,11.0,20.2,22.0,53.3,4.6,3.7,2423.0,4.0,2.1,572.0,18.6,4,0,0,0,0,0,1
398,6.0,1.0,79.1,90.0,81.0,79.9,48.3,89.0,76.1,77.9,88.4,80.0,80.0,0.8,29.0,15.0,30.7,41.5,35.1,1526.1,2.0,1.4,43472.0,7.1,1.0,62324.7,89.1,2,0,0,0,1,0,0
399,166.0,41.0,45.9,15.0,25.0,65.0,92.0,27.2,37.5,69.6,52.4,45.0,30.0,16.3,50.0,30.0,9.8,16.3,4.6,2.5,-36.0,-6.3,542.0,8.8,6.6,0.8,50.8,5,0,0,0,0,0,1
400,165.0,40.0,45.9,20.0,19.0,46.2,83.6,27.1,47.7,75.6,55.2,45.0,40.0,14.9,60.0,45.0,5.1,23.4,11.0,28.0,3.6,6.0,2539.0,8.6,0.2,538.4,30.2,5,0,0,0,0,0,1
401,7.0,1.0,78.5,90.0,71.0,76.5,83.3,69.3,67.0,85.6,82.0,90.0,70.0,4.0,40.0,20.0,18.8,23.6,17.6,334.8,4.2,4.0,19067.0,5.9,1.8,20258.2,12.2,2,0,0,0,0,1,0
402,139.0,30.0,52.7,20.0,40.0,69.7,81.5,52.1,63.0,74.2,71.8,25.0,30.0,4.1,45.0,25.0,19.4,24.8,1360.8,13395.4,7.7,8.9,9844.0,4.6,2.6,123911.0,22.4,4,1,0,0,0,0,0
403,28.0,2.0,71.7,50.0,36.0,80.3,76.0,81.5,81.7,80.1,81.2,80.0,70.0,4.4,33.0,25.0,16.1,28.3,47.2,527.6,4.3,4.1,11189.0,10.5,2.0,16771.7,31.8,2,0,0,0,0,1,0
404,142.0,32.0,52.1,30.0,28.0,64.5,78.8,47.3,52.0,77.9,73.0,40.0,30.0,6.0,30.0,50.0,12.3,26.6,0.7,0.9,3.5,2.5,1287.0,7.9,2.3,13.9,19.0,4,0,0,0,0,0,1
405,168.0,42.0,45.0,10.0,22.0,72.9,85.7,42.8,38.4,75.1,63.0,20.0,20.0,11.0,30.0,40.0,14.5,21.8,77.0,49.9,8.5,6.5,648.0,7.9,0.8,2098.2,21.6,5,0,0,0,0,0,1
406,170.0,43.0,42.7,10.0,22.0,67.4,60.7,36.8,36.0,71.6,62.4,30.0,30.0,11.3,45.0,34.0,8.7,36.2,4.2,20.0,4.5,5.6,4791.0,7.8,4.6,2038.3,30.8,5,0,0,0,0,0,1
407,51.0,10.0,67.2,50.0,53.0,80.0,89.9,64.5,54.6,75.8,83.8,70.0,50.0,3.1,25.0,30.0,21.9,18.3,4.8,61.6,3.5,3.4,12942.0,7.7,5.2,2652.0,37.0,3,0,0,0,0,1,0
408,103.0,14.0,58.5,35.0,27.0,77.7,82.4,65.4,46.0,75.0,71.4,55.0,50.0,6.8,36.0,25.0,17.6,24.2,24.1,43.8,8.1,3.7,1818.0,3.9,2.6,371.0,43.2,4,0,0,0,0,0,1
409,81.0,35.0,61.5,40.0,48.0,74.9,46.5,55.8,42.8,80.0,87.2,80.0,60.0,1.4,40.0,20.0,22.6,42.2,4.3,77.9,-1.0,-2.5,18191.0,17.2,2.2,580.1,59.8,3,0,1,0,0,0,0
410,45.0,20.0,67.9,70.0,63.0,79.5,36.7,79.5,59.6,82.7,88.0,70.0,50.0,1.0,35.0,12.5,25.9,45.9,0.9,22.3,-6.0,-1.7,25265.0,15.7,0.4,533.3,112.0,3,0,1,0,0,0,0
411,24.0,13.0,72.5,75.0,48.0,81.5,40.6,68.2,82.9,81.2,88.0,80.0,80.0,1.0,15.0,19.0,35.5,44.5,10.5,286.0,-0.9,-0.5,27200.0,7.0,1.4,4990.4,47.9,2,0,1,0,0,0,0
412,11.0,4.0,76.3,95.0,91.0,39.6,1.8,97.4,92.1,87.6,88.0,90.0,80.0,1.0,56.0,24.5,48.0,57.2,5.6,211.9,0.4,-0.7,37900.0,7.1,0.8,2083.2,45.2,2,0,1,0,0,0,0
415,86.0,16.0,61.0,30.0,29.0,84.1,87.1,53.5,57.5,76.0,77.8,75.0,40.0,6.1,25.0,28.0,13.5,20.7,10.4,103.2,4.1,4.7,9911.0,15.0,4.8,1990.5,33.8,3,0,0,0,0,1,0
416,156.0,25.0,49.2,15.0,35.0,79.1,51.0,51.4,51.3,68.2,71.4,30.0,40.0,4.3,35.0,22.0,19.4,40.4,15.8,159.0,4.2,4.2,10080.0,4.5,2.7,702.8,24.3,5,0,0,0,0,1,0
417,124.0,12.0,55.2,20.0,32.0,85.8,68.0,65.4,53.6,67.4,70.0,50.0,40.0,10.0,25.0,25.0,12.9,32.7,84.2,553.6,2.1,3.2,6579.0,12.7,6.9,5553.0,89.2,4,0,0,1,0,0,0
418,62.0,12.0,65.7,35.0,38.0,79.4,85.5,53.3,53.3,82.5,85.2,75.0,70.0,2.4,30.0,30.0,16.0,22.0,6.3,47.5,1.6,0.8,7515.0,6.3,0.8,140.1,54.9,3,0,0,0,0,1,0
419,173.0,44.0,40.4,10.0,19.0,75.4,31.4,37.5,33.5,78.3,53.8,35.0,30.0,15.6,35.0,35.0,2.4,47.8,0.8,17.7,-4.9,-1.3,23370.0,9.1,3.2,1914.0,8.8,5,0,0,0,0,0,1
420,174.0,45.0,38.9,10.0,20.0,57.0,71.8,18.2,65.5,57.8,69.2,0.0,20.0,5.4,30.0,30.0,50.0,30.7,6.3,4.5,1.3,4.6,707.0,8.9,12.3,43.9,126.0,5,0,0,0,0,0,1
421,8.0,2.0,76.8,90.0,68.0,80.6,53.2,81.5,58.7,77.6,88.0,90.0,80.0,1.0,21.0,21.0,32.5,39.5,1.3,29.8,0.8,0.2,23144.0,8.5,3.5,949.8,11.3,2,0,1,0,0,0,0
422,149.0,37.0,51.5,30.0,33.0,77.4,91.4,55.9,56.4,66.1,64.4,20.0,20.0,10.3,35.0,30.0,11.6,16.9,88.8,121.4,9.7,10.1,1366.0,5.7,8.0,953.0,22.2,4,0,0,0,0,0,1
423,98.0,20.0,59.0,25.0,22.3,81.3,74.6,63.2,75.2,78.3,70.2,50.0,50.0,9.9,29.0,20.0,25.0,29.1,0.9,4.5,3.0,1.8,5085.0,8.0,2.9,272.1,52.9,4,1,0,0,0,0,0
424,19.0,9.0,73.4,90.0,89.0,66.4,3.6,92.6,54.8,79.9,88.0,90.0,80.0,1.0,31.8,20.0,44.1,56.7,5.5,194.2,-1.4,-1.0,35617.0,8.1,2.2,-1064.8,57.0,2,0,1,0,0,0,0
425,73.0,33.0,62.5,80.0,71.0,47.5,2.5,80.2,43.5,77.5,83.0,70.0,70.0,1.0,45.0,34.3,45.3,57.0,63.7,2278.0,0.3,0.2,35784.0,10.5,1.0,4875.5,93.9,3,0,1,0,0,0,0
426,104.0,15.0,58.3,40.0,34.0,77.5,74.6,57.9,64.3,78.4,61.0,55.0,40.0,14.5,35.0,30.0,11.2,29.1,1.6,30.4,5.9,4.4,19478.0,19.2,0.5,856.0,22.9,4,0,0,0,0,0,1
427,113.0,19.0,57.5,25.0,28.0,75.4,73.4,55.7,66.7,70.8,65.0,65.0,50.0,12.5,35.0,32.0,14.4,29.8,1.9,3.7,6.3,4.0,1962.0,8.6,5.2,25.3,82.1,4,0,0,0,0,0,1
428,22.0,11.0,73.0,40.0,49.0,87.2,73.8,88.6,79.9,82.7,88.6,80.0,60.0,0.7,20.0,15.0,25.5,29.6,4.5,27.6,3.2,3.7,6145.0,14.3,-0.5,1009.7,31.8,2,0,1,0,0,0,0
429,16.0,7.0,73.8,90.0,78.0,60.8,40.1,88.2,51.2,81.5,88.0,90.0,70.0,1.0,47.5,15.8,37.6,44.7,80.8,3232.5,0.5,0.7,40007.0,5.3,1.6,26720.8,78.1,2,0,1,0,0,0,0
430,71.0,5.0,63.0,50.0,46.0,84.6,70.8,62.5,56.9,69.2,64.8,65.0,60.0,10.1,25.0,25.0,17.1,31.2,25.6,88.5,5.5,8.0,3461.0,4.5,11.7,3226.3,60.1,3,0,0,0,0,0,1
431,130.0,40.0,54.0,40.0,40.0,64.2,0.0,73.3,51.6,77.8,83.0,60.0,50.0,1.0,42.0,26.0,33.8,58.5,11.1,265.6,-3.9,-5.2,24012.0,27.6,-0.9,2566.5,173.8,4,0,1,0,0,0,0
432,87.0,17.0,60.4,20.0,29.0,79.6,94.1,54.7,50.6,76.8,84.6,65.0,50.0,2.7,31.0,31.0,10.9,14.1,15.5,81.8,3.5,2.8,5282.0,2.8,4.3,1308.9,24.4,3,0,0,0,0,1,0
433,144.0,33.0,52.1,15.0,24.0,68.1,79.5,51.6,74.4,66.7,61.2,40.0,40.0,11.9,40.0,35.0,19.0,26.1,11.1,12.5,2.5,2.4,1125.0,3.1,12.0,24.8,37.8,4,0,0,0,0,0,1
434,145.0,34.0,52.0,20.0,19.0,89.1,88.0,39.6,61.7,77.5,65.4,30.0,30.0,9.8,20.0,25.0,8.3,20.0,1.6,1.9,0.3,2.1,1206.0,8.5,0.6,14.5,61.0,4,0,0,0,0,0,1
435,123.0,22.0,55.5,25.0,27.0,68.7,70.8,63.8,74.5,78.4,72.0,45.0,30.0,6.5,33.3,40.0,20.5,31.2,0.8,6.6,4.8,4.5,8250.0,11.2,3.5,240.3,63.9,4,0,0,0,0,1,0
436,151.0,24.0,51.3,10.0,19.0,80.3,76.2,43.1,63.7,73.5,77.6,40.0,30.0,3.7,30.0,30.0,12.9,28.2,10.3,13.6,4.3,2.0,1315.0,7.1,6.8,190.0,21.3,4,0,0,0,0,1,0
437,116.0,19.0,57.4,30.0,26.0,84.9,78.7,53.2,28.0,75.4,77.6,60.0,60.0,6.2,25.0,25.0,16.1,26.6,8.1,39.2,2.6,2.3,4839.0,4.2,5.2,1059.7,40.2,4,0,0,0,0,1,0
438,1.0,1.0,89.6,90.0,75.0,93.2,89.7,100.0,95.9,81.8,90.0,90.0,90.0,0.0,15.0,16.5,13.7,18.5,7.2,381.9,2.9,2.7,52722.0,3.3,4.3,76632.8,0.5,1,1,0,0,0,0,0
439,54.0,25.0,66.8,55.0,54.0,78.7,25.9,74.5,67.7,79.2,88.0,75.0,70.0,1.0,16.0,19.0,38.9,49.7,9.9,198.2,1.1,-1.0,20065.0,10.5,1.7,3091.1,79.2,3,0,1,0,0,0,0
440,26.0,14.0,72.0,90.0,78.0,72.0,32.6,90.5,62.2,77.0,88.0,70.0,60.0,1.0,31.8,20.0,37.2,47.4,0.3,13.2,2.9,-0.8,41000.0,5.6,3.9,347.1,90.2,2,0,1,0,0,0,0
441,128.0,26.0,54.6,55.0,36.0,79.4,78.3,43.3,48.7,65.3,64.6,35.0,40.0,7.7,30.9,32.4,7.3,26.9,1243.3,5069.2,4.4,6.9,4077.0,3.7,9.5,28199.4,66.7,4,1,0,0,0,0,0
442,105.0,22.0,58.1,30.0,32.0,83.3,88.3,49.3,48.7,74.9,74.8,40.0,60.0,2.6,30.0,25.0,11.9,19.7,248.0,1292.8,5.8,5.9,5214.0,6.0,6.4,18444.0,26.1,4,1,0,0,0,0,0
443,171.0,15.0,41.8,10.0,25.0,81.2,93.0,57.0,51.3,48.7,41.4,0.0,10.0,21.8,35.0,25.0,5.9,15.3,77.1,945.5,-1.7,1.0,12264.0,13.2,35.2,3049.9,10.6,5,0,0,1,0,0,0
445,9.0,3.0,76.6,85.0,72.0,73.6,45.6,82.1,76.2,83.9,88.0,90.0,70.0,1.0,41.0,12.5,28.3,42.6,4.8,188.9,-0.3,-1.1,39547.0,13.6,0.5,35519.7,122.8,2,0,1,0,0,0,0
