,World Rank,Region Rank,Year Score,Property Rights,Freedom from Corruption,Fiscal Freedom ,Gov Spending,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov Expenditure % of GDP,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),Score Category,Asia-Pacific,Europe,Middle East / North Africa,North America,South and Central America / Caribbean,Sub-Saharan Africa
692,77.0,33.0,62.1,50.0,41.0,84.3,44.1,60.2,66.2,77.5,77.8,70.0,50.0,6.1,15.0,15.0,33.4,43.2,7.2,95.5,-1.8,0.3,13329.0,22.2,2.1,1996.1,72.4,3,0,1,0,0,0,0
694,142.0,33.0,52.3,10.0,31.0,81.2,92.6,49.9,43.2,70.8,69.4,55.0,20.0,10.3,30.0,30.0,8.8,15.7,6.2,12.6,6.0,10.5,2027.0,3.3,8.3,439.9,38.8,4,0,0,0,0,0,1
695,2.0,2.0,87.8,90.0,84.0,91.2,90.1,95.0,90.7,81.8,90.0,85.0,80.0,0.0,20.0,17.0,13.8,18.2,5.5,452.7,2.9,6.4,82762.0,3.0,1.0,67523.0,98.8,1,1,0,0,0,0,0
696,56.0,25.0,66.6,50.0,50.0,80.1,49.5,68.4,55.0,79.5,88.0,75.0,70.0,1.0,25.0,22.0,29.6,41.0,5.4,152.6,2.4,2.6,28175.0,13.3,-0.1,478.7,54.0,3,0,1,0,0,0,0
697,90.0,37.0,60.6,60.0,58.0,58.6,0.0,82.0,55.4,84.3,88.0,70.0,50.0,1.0,50.0,17.0,36.8,59.9,2.1,61.1,2.6,0.2,29658.0,9.5,0.2,1564.3,82.9,3,0,1,0,0,0,0
698,161.0,37.0,47.0,30.0,25.0,61.4,25.2,68.5,66.2,75.5,73.0,15.0,30.0,8.5,40.0,30.0,36.9,49.9,0.6,1.1,1.5,5.8,1895.0,3.9,5.1,23.7,13.4,5,1,0,0,0,0,0
700,80.0,7.0,61.9,50.0,44.0,70.1,69.9,69.7,58.7,74.6,77.0,45.0,60.0,4.0,40.0,28.0,24.7,31.7,54.0,704.5,1.5,2.4,13046.0,25.1,6.1,5712.3,45.9,3,0,0,0,0,0,1
701,43.0,20.0,68.5,70.0,60.0,58.3,41.1,76.0,51.7,84.7,88.0,85.0,70.0,1.0,47.0,30.0,32.6,44.3,46.5,1566.4,1.4,-0.5,33711.0,24.7,-0.2,22904.1,97.7,3,0,1,0,0,0,0
702,93.0,17.0,59.9,40.0,38.0,85.1,90.0,70.3,56.5,71.5,72.4,35.0,40.0,6.3,24.0,28.0,11.6,18.3,21.0,217.4,7.4,7.5,10372.0,4.6,3.3,944.2,75.876,4,1,0,0,0,0,0
704,134.0,23.0,53.8,30.0,36.0,69.4,70.3,48.8,76.3,78.7,68.4,30.0,30.0,10.8,38.0,36.0,17.9,31.5,0.6,9.2,2.9,4.3,16623.0,5.6,3.4,4.2,34.1,4,0,0,0,0,1,0
705,94.0,11.0,59.7,40.0,43.0,70.9,64.9,58.6,65.8,74.5,88.8,50.0,40.0,0.6,33.0,27.5,32.6,34.2,1.1,8.6,1.7,1.5,7797.0,22.3,5.8,12.7,16.2,4,0,0,0,0,0,1
706,26.0,14.0,72.0,90.0,87.0,44.4,14.9,89.7,53.5,87.1,88.0,85.0,80.0,1.0,57.0,22.0,42.8,53.2,9.7,448.2,2.1,2.4,45986.0,8.0,-0.2,10036.2,41.5,2,0,1,0,0,0,0
707,4.0,1.0,81.0,90.0,86.0,70.9,66.3,82.2,72.1,87.8,90.0,85.0,80.0,0.0,40.0,24.0,27.1,33.5,8.1,472.8,2.0,2.0,58087.0,4.5,-0.0,21914.3,46.1,1,0,1,0,0,0,0
709,14.0,5.0,74.7,70.0,61.0,76.1,88.7,93.2,53.8,83.2,86.4,75.0,60.0,1.8,45.0,17.0,8.7,19.4,23.4,1074.5,3.7,4.5,45854.0,4.0,1.2,2839.0,37.6,2,1,0,0,0,0,0
710,149.0,33.0,51.3,20.0,23.0,91.6,76.9,61.1,47.3,69.8,68.6,25.0,30.0,5.7,13.0,15.0,21.0,27.7,8.3,22.3,6.7,7.1,2688.0,10.9,6.1,262.7,28.2,4,1,0,0,0,0,0
711,110.0,17.0,58.5,25.0,31.0,79.2,88.4,47.5,62.6,67.7,73.2,60.0,50.0,8.4,30.0,30.0,16.8,19.7,47.7,127.1,7.2,6.8,2667.0,3.1,6.1,2141.6,33.2,4,0,0,0,0,0,1
712,67.0,11.0,63.9,40.0,38.0,81.1,82.2,76.3,62.5,70.9,77.6,50.0,60.0,6.2,35.0,20.0,16.2,24.3,68.7,985.5,0.7,3.6,14354.0,0.9,1.9,12565.7,47.2,3,1,0,0,0,0,0
713,167.0,40.0,45.8,20.0,28.0,64.7,0.0,68.0,66.0,70.9,80.0,40.0,20.0,2.5,10.0,10.0,318.1,110.5,1.2,6.1,6.6,8.8,4928.0,4.7,2.5,33.9,0.0,5,1,0,0,0,0,0
714,135.0,29.0,53.6,30.0,29.0,68.7,80.4,51.4,46.2,79.5,71.2,50.0,30.0,9.4,45.0,27.0,19.5,25.5,7.0,10.1,5.2,5.1,1450.0,6.9,0.1,292.1,54.7,4,0,0,0,0,0,1
716,73.0,14.0,62.9,50.0,38.0,79.4,62.3,69.5,72.8,68.5,78.6,60.0,50.0,5.7,25.0,25.0,28.4,35.5,1.4,43.4,1.1,0.8,32139.0,4.0,7.0,2423.0,37.6,3,0,0,0,0,1,0
717,114.0,11.0,57.6,40.0,40.0,74.0,73.4,81.3,64.0,75.6,62.2,35.0,30.0,13.9,35.0,30.0,21.7,29.8,11.0,124.3,2.3,1.8,11300.0,13.3,4.9,1060.3,47.5,4,0,0,1,0,0,0
718,79.0,34.0,62.1,40.0,45.0,75.2,55.6,65.4,48.6,71.5,84.4,75.0,60.0,2.8,35.0,20.0,29.3,38.5,76.9,1508.1,2.9,5.4,19610.0,9.2,8.9,12146.0,33.5,3,0,1,0,0,0,0
719,174.0,41.0,41.9,5.0,17.0,95.3,92.2,30.0,20.0,69.4,80.0,0.0,10.0,0.0,10.0,8.0,17.4,16.1,5.8,82.1,10.3,11.1,14165.0,10.5,6.0,3163.5,16.8,5,1,0,0,0,0,0
720,102.0,13.0,59.3,25.0,26.0,73.2,91.5,40.3,83.7,80.1,72.8,60.0,40.0,8.6,40.0,30.0,13.4,16.8,38.0,76.9,4.9,5.2,2023.0,3.8,4.7,1146.6,30.4,4,0,0,0,0,0,1
721,162.0,44.0,46.8,25.0,26.0,78.6,30.6,56.8,47.9,66.9,85.8,20.0,30.0,2.1,20.0,18.0,37.6,48.1,42.8,370.8,-6.8,-0.2,8668.0,7.7,12.1,410.0,71.2,5,0,1,0,0,0,0
722,25.0,2.0,72.6,55.0,70.0,95.0,76.1,79.6,80.7,81.3,82.8,45.0,60.0,3.6,0.0,0.0,22.4,28.2,9.3,599.8,3.6,4.0,64479.0,3.6,2.3,10065.8,12.1,2,0,0,1,0,0,0
723,10.0,4.0,76.4,90.0,78.0,64.9,39.0,86.0,71.8,76.4,88.0,90.0,80.0,1.0,45.0,20.0,32.9,45.1,64.5,2548.9,2.6,1.7,39511.0,6.3,1.5,72241.0,89.5,2,0,1,0,0,0,0
724,11.0,2.0,75.4,80.0,74.0,65.6,54.7,84.7,91.4,77.0,87.0,70.0,70.0,1.5,39.6,35.0,25.4,38.9,319.0,17418.9,2.4,2.2,54597.0,6.2,1.6,92397.0,104.8,2,0,0,0,1,0,0
725,41.0,6.0,68.8,70.0,73.0,77.2,67.6,75.3,62.5,71.3,80.6,80.0,30.0,4.7,30.0,25.0,27.4,32.9,3.4,70.0,3.3,5.4,20556.0,7.0,8.9,2754.5,62.8,3,0,0,0,0,1,0
726,166.0,39.0,46.0,15.0,18.0,90.4,66.6,67.1,61.9,65.6,65.6,0.0,10.0,7.2,22.0,9.0,19.9,33.4,30.6,171.7,8.1,8.2,5609.0,10.6,8.4,751.4,8.5,5,1,0,0,0,0,0
728,176.0,28.0,33.7,5.0,19.0,74.9,56.7,45.3,29.5,33.8,63.2,0.0,10.0,8.4,34.0,34.0,13.9,38.0,30.5,538.9,-4.0,1.1,17695.0,8.6,62.2,320.0,45.6,5,0,0,0,0,1,0
729,131.0,27.0,54.0,15.0,31.0,79.3,75.1,58.3,62.6,70.6,83.0,25.0,40.0,3.5,35.0,22.0,18.9,28.8,90.6,510.7,6.0,5.9,5635.0,2.3,4.1,9200.0,58.7,4,1,0,0,0,0,0
731,106.0,16.0,58.8,30.0,38.0,73.3,81.1,66.4,48.3,72.6,78.2,50.0,50.0,3.4,35.0,35.0,14.7,25.1,15.0,61.0,5.4,7.1,4064.0,13.3,7.9,2483.8,31.1,4,0,0,0,0,0,1
732,175.0,46.0,38.2,10.0,21.0,60.8,73.6,37.6,30.0,79.1,50.2,10.0,10.0,14.9,51.5,25.0,25.3,29.7,13.3,27.1,3.2,8.3,2046.0,5.4,-0.2,544.8,54.0,5,0,0,0,0,0,1
